referrer,views_total,views_unique
Google,58,25
github.com,45,16
docs.maptiler.com,14,8
Bing,12,3
forums.swift.org,4,2
swiftpackageindex.com,3,1
jianshu.com,2,1
npmjs.com,1,1
maplibre.org,1,1
map-service.mapxus.com,1,1
