referrer,views_total,views_unique
Google,29,16
chatgpt.com,23,10
swiftpackageindex.com,15,5
github.com,11,5
maplibre.org,7,2
docs.maptiler.com,4,2
DuckDuckGo,3,3
cn.bing.com,2,1
jawg.io,1,1
developer.apple.com,1,1
