time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-19 00:00:00+00:00,310,82,21,8
2025-07-20 00:00:00+00:00,342,82,2,2
2025-07-21 00:00:00+00:00,2066,237,26,14
2025-07-22 00:00:00+00:00,2269,256,13,7
2025-07-23 00:00:00+00:00,1985,214,35,10
2025-07-24 00:00:00+00:00,2044,207,33,14
2025-07-25 00:00:00+00:00,1683,201,21,10
2025-07-26 00:00:00+00:00,505,121,12,7
2025-07-27 00:00:00+00:00,193,91,16,5
2025-07-28 00:00:00+00:00,2112,212,12,9
2025-07-29 00:00:00+00:00,2268,237,11,7
2025-07-30 00:00:00+00:00,2991,222,26,15
2025-07-31 00:00:00+00:00,5839,214,10,7
2025-08-01 00:00:00+00:00,4879,227,29,8
