time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-05 00:00:00+00:00,3505,217,20,12
2025-09-06 00:00:00+00:00,865,117,3,2
2025-09-07 00:00:00+00:00,704,92,3,2
2025-09-08 00:00:00+00:00,3307,217,23,11
2025-09-09 00:00:00+00:00,2749,237,26,14
2025-09-10 00:00:00+00:00,2986,237,28,11
2025-09-11 00:00:00+00:00,3997,271,15,6
2025-09-12 00:00:00+00:00,4870,243,10,4
2025-09-13 00:00:00+00:00,920,116,9,3
2025-09-14 00:00:00+00:00,933,121,11,7
2025-09-15 00:00:00+00:00,2206,248,13,8
2025-09-16 00:00:00+00:00,3294,284,35,10
2025-09-17 00:00:00+00:00,6720,322,14,8
2025-09-18 00:00:00+00:00,7615,299,10,6
