time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-04 00:00:00+00:00,4467,338,17,10
2025-11-05 00:00:00+00:00,4947,327,44,18
2025-11-06 00:00:00+00:00,6548,356,39,14
2025-11-07 00:00:00+00:00,5683,336,59,8
2025-11-08 00:00:00+00:00,5715,137,11,4
2025-11-09 00:00:00+00:00,1284,157,8,5
2025-11-10 00:00:00+00:00,6309,352,42,11
2025-11-11 00:00:00+00:00,10092,356,23,12
2025-11-12 00:00:00+00:00,6271,323,25,14
2025-11-13 00:00:00+00:00,4529,345,15,8
2025-11-14 00:00:00+00:00,4836,327,4,2
2025-11-15 00:00:00+00:00,1322,139,10,6
2025-11-16 00:00:00+00:00,474,128,4,3
2025-11-17 00:00:00+00:00,6604,361,22,11
