time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-23 00:00:00+00:00,125,51,14,8
2024-08-24 00:00:00+00:00,34,24,5,2
2024-08-25 00:00:00+00:00,25,16,4,1
2024-08-26 00:00:00+00:00,150,51,17,10
2024-08-27 00:00:00+00:00,151,66,6,5
2024-08-28 00:00:00+00:00,119,56,13,7
2024-08-29 00:00:00+00:00,130,62,15,9
2024-08-30 00:00:00+00:00,127,62,8,3
2024-08-31 00:00:00+00:00,30,19,3,1
2024-09-01 00:00:00+00:00,31,18,2,2
2024-09-02 00:00:00+00:00,108,49,47,7
2024-09-03 00:00:00+00:00,109,64,17,3
2024-09-04 00:00:00+00:00,107,52,31,8
2024-09-05 00:00:00+00:00,136,57,7,5
