referrer,views_total,views_unique
Google,35,22
maplibre.org,24,10
chatgpt.com,21,13
swiftpackageindex.com,14,4
github.com,6,5
DuckDuckGo,2,2
docs.maptiler.com,1,1
cn.bing.com,1,1
