time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-25 00:00:00+00:00,2522,256,36,15
2025-08-26 00:00:00+00:00,2912,242,20,10
2025-08-27 00:00:00+00:00,2756,230,16,7
2025-08-28 00:00:00+00:00,2879,251,8,5
2025-08-29 00:00:00+00:00,2464,199,16,8
2025-08-30 00:00:00+00:00,689,74,5,4
2025-08-31 00:00:00+00:00,376,115,16,8
2025-09-01 00:00:00+00:00,2527,234,14,6
2025-09-02 00:00:00+00:00,2323,253,20,10
2025-09-03 00:00:00+00:00,2838,256,37,13
2025-09-04 00:00:00+00:00,3517,257,14,10
2025-09-05 00:00:00+00:00,3505,217,20,12
2025-09-06 00:00:00+00:00,865,117,3,2
2025-09-07 00:00:00+00:00,678,89,3,2
