time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-04 00:00:00+00:00,428,118,46,18
2024-06-05 00:00:00+00:00,333,106,36,14
2024-06-06 00:00:00+00:00,451,128,45,10
2024-06-07 00:00:00+00:00,353,132,12,9
2024-06-08 00:00:00+00:00,26,18,14,2
2024-06-09 00:00:00+00:00,44,29,1,1
2024-06-10 00:00:00+00:00,328,111,10,4
2024-06-11 00:00:00+00:00,412,153,74,17
2024-06-12 00:00:00+00:00,388,144,26,13
2024-06-13 00:00:00+00:00,319,116,33,16
2024-06-14 00:00:00+00:00,303,116,15,4
2024-06-15 00:00:00+00:00,20,12,10,4
2024-06-16 00:00:00+00:00,27,11,13,3
2024-06-17 00:00:00+00:00,183,64,20,11
