time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-26 00:00:00+00:00,533,191,32.0,9.0
2024-03-27 00:00:00+00:00,401,148,12.0,9.0
2024-03-28 00:00:00+00:00,433,143,7.0,5.0
2024-03-29 00:00:00+00:00,187,90,55.0,4.0
2024-03-30 00:00:00+00:00,32,19,,
2024-03-31 00:00:00+00:00,51,31,1.0,1.0
2024-04-01 00:00:00+00:00,206,100,12.0,3.0
2024-04-02 00:00:00+00:00,456,158,18.0,10.0
2024-04-03 00:00:00+00:00,443,164,37.0,11.0
2024-04-04 00:00:00+00:00,407,133,9.0,7.0
2024-04-05 00:00:00+00:00,435,145,25.0,6.0
2024-04-06 00:00:00+00:00,64,30,15.0,6.0
2024-04-07 00:00:00+00:00,62,34,13.0,3.0
2024-04-08 00:00:00+00:00,404,152,22.0,9.0
