referrer,views_total,views_unique
Google,26,11
maplibre.org,9,4
Bing,8,1
github.com,6,5
docs.atrius.com,5,1
swiftpackageindex.com,3,3
DuckDuckGo,2,2
chatgpt.com,2,2
