referrer,views_total,views_unique
Google,30,14
dev.azure.com,11,1
github.com,9,6
teams.public.onecdn.static.microsoft,7,2
swiftpackageregistry.com,4,1
swiftpackageindex.com,3,2
Bing,3,1
DuckDuckGo,1,1
