time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-05 00:00:00+00:00,137,58,7,5
2024-09-06 00:00:00+00:00,133,57,16,5
2024-09-07 00:00:00+00:00,48,9,7,2
2024-09-08 00:00:00+00:00,46,12,2,2
2024-09-09 00:00:00+00:00,200,66,13,8
2024-09-10 00:00:00+00:00,204,91,6,5
2024-09-11 00:00:00+00:00,118,70,7,6
2024-09-12 00:00:00+00:00,136,65,114,7
2024-09-13 00:00:00+00:00,159,57,23,6
2024-09-14 00:00:00+00:00,41,15,7,5
2024-09-15 00:00:00+00:00,54,24,13,4
2024-09-16 00:00:00+00:00,184,74,13,8
2024-09-17 00:00:00+00:00,168,83,37,10
2024-09-18 00:00:00+00:00,187,84,23,11
