referrer,views_total,views_unique
Google,51,25
github.com,41,19
docs.maptiler.com,13,8
Bing,11,2
forums.swift.org,3,2
yandex.ru,1,1
dev.amazonlocation.services,1,1
npmjs.com,1,1
map-service.mapxus.com,1,1
