time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-05 00:00:00+00:00,435,153,17,7
2026-04-06 00:00:00+00:00,1272,386,28,14
2026-04-07 00:00:00+00:00,2268,480,22,10
2026-04-08 00:00:00+00:00,2447,488,28,9
2026-04-09 00:00:00+00:00,1652,475,17,12
2026-04-10 00:00:00+00:00,2080,457,27,11
2026-04-11 00:00:00+00:00,580,220,13,9
2026-04-12 00:00:00+00:00,565,191,11,5
2026-04-13 00:00:00+00:00,1810,451,8,4
2026-04-14 00:00:00+00:00,2251,454,10,4
2026-04-15 00:00:00+00:00,1844,463,13,5
2026-04-16 00:00:00+00:00,1922,460,19,10
2026-04-17 00:00:00+00:00,1834,469,31,25
2026-04-18 00:00:00+00:00,556,198,3,3
