time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-29 00:00:00+00:00,1968,228,34,14
2025-04-30 00:00:00+00:00,1830,194,29,12
2025-05-01 00:00:00+00:00,1446,144,12,3
2025-05-02 00:00:00+00:00,1500,190,6,4
2025-05-03 00:00:00+00:00,499,80,2,2
2025-05-04 00:00:00+00:00,287,73,22,7
2025-05-05 00:00:00+00:00,1169,223,16,13
2025-05-06 00:00:00+00:00,1940,199,14,8
2025-05-07 00:00:00+00:00,2486,194,23,12
2025-05-08 00:00:00+00:00,2756,193,29,14
2025-05-09 00:00:00+00:00,2019,161,6,6
2025-05-10 00:00:00+00:00,459,85,12,6
2025-05-11 00:00:00+00:00,301,78,19,6
2025-05-12 00:00:00+00:00,3316,214,28,10
