referrer,views_total,views_unique
Google,56,25
swiftpackageindex.com,19,5
maplibre.org,16,7
Bing,9,1
chatgpt.com,7,4
github.com,6,2
docs.maptiler.com,4,3
app.bitrise.io,3,1
gallimaps.com,1,1
Baidu,1,1
