time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-18 00:00:00+00:00,683,89,5,3
2024-12-19 00:00:00+00:00,673,79,11,3
2024-12-20 00:00:00+00:00,442,67,2,2
2024-12-21 00:00:00+00:00,107,27,1,1
2024-12-22 00:00:00+00:00,218,33,3,2
2024-12-23 00:00:00+00:00,337,58,13,6
2024-12-24 00:00:00+00:00,251,51,12,4
2024-12-25 00:00:00+00:00,154,34,4,2
2024-12-26 00:00:00+00:00,159,38,6,4
2024-12-27 00:00:00+00:00,318,41,7,4
2024-12-28 00:00:00+00:00,103,16,5,4
2024-12-29 00:00:00+00:00,23,14,7,4
2024-12-30 00:00:00+00:00,204,60,10,7
2024-12-31 00:00:00+00:00,120,54,2,2
