url_path,views_total,views_unique
/maplibre/maplibre-gl-native-distribution,143,85
/maplibre/maplibre-gl-native-distribution/releases,27,14
/maplibre/maplibre-gl-native-distribution/blob/main/Package.swift,22,11
/maplibre/maplibre-gl-native-distribution/releases/tag/6.12.3,10,9
/maplibre/maplibre-gl-native-distribution/tree/main,8,4
/maplibre/maplibre-gl-native-distribution/tags,7,3
/maplibre/maplibre-gl-native-distribution/issues,6,4
/maplibre/maplibre-gl-native-distribution/issues/4,6,3
/maplibre/maplibre-gl-native-distribution/issues/8,5,5
/maplibre/maplibre-gl-native-distribution/pulls,5,4
