time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-18 00:00:00+00:00,1837,187,37,13
2025-03-19 00:00:00+00:00,1444,180,5,4
2025-03-20 00:00:00+00:00,1350,184,16,7
2025-03-21 00:00:00+00:00,1613,166,16,10
2025-03-22 00:00:00+00:00,462,57,2,2
2025-03-23 00:00:00+00:00,288,64,5,3
2025-03-24 00:00:00+00:00,1853,221,26,6
2025-03-25 00:00:00+00:00,1500,228,20,8
2025-03-26 00:00:00+00:00,1754,190,12,3
2025-03-27 00:00:00+00:00,1851,188,10,6
2025-03-28 00:00:00+00:00,1752,193,6,4
2025-03-29 00:00:00+00:00,688,79,11,8
2025-03-30 00:00:00+00:00,459,72,4,3
2025-03-31 00:00:00+00:00,1186,181,30,10
