time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-31 00:00:00+00:00,207,80,17,7
2024-11-01 00:00:00+00:00,138,61,5,2
2024-11-02 00:00:00+00:00,47,14,6,3
2024-11-03 00:00:00+00:00,46,30,8,4
2024-11-04 00:00:00+00:00,189,87,17,6
2024-11-05 00:00:00+00:00,243,83,40,8
2024-11-06 00:00:00+00:00,186,83,40,9
2024-11-07 00:00:00+00:00,172,80,27,6
2024-11-08 00:00:00+00:00,123,55,42,10
2024-11-09 00:00:00+00:00,45,17,6,4
2024-11-10 00:00:00+00:00,61,17,9,6
2024-11-11 00:00:00+00:00,197,74,22,9
2024-11-12 00:00:00+00:00,244,91,15,7
2024-11-13 00:00:00+00:00,205,85,17,8
