referrer,views_total,views_unique
Google,30,18
swiftpackageindex.com,29,4
map-service.mapxus.com,4,1
chatgpt.com,2,2
Baidu,2,2
github.com,2,2
maplibre.org,2,1
DuckDuckGo,1,1
docs.maptiler.com,1,1
search.brave.com,1,1
