referrer,views_total,views_unique
Google,45,21
swiftpackageindex.com,28,8
github.com,20,6
docs.maptiler.com,10,3
search.brave.com,4,2
maplibre.org,3,2
DuckDuckGo,2,1
forums.swift.org,1,1
map-service.mapxus.com,1,1
m.sogou.com,1,1
