referrer,views_total,views_unique
Google,33,16
github.com,23,6
docs.maptiler.com,15,3
chatgpt.com,7,3
swiftpackageindex.com,5,4
maplibre.org,4,3
gallimaps.com,2,1
Baidu,2,1
