referrer,views_total,views_unique
Google,32,19
maplibre.org,23,9
swiftpackageindex.com,14,4
chatgpt.com,11,9
github.com,3,3
DuckDuckGo,2,2
docs.maptiler.com,1,1
cn.bing.com,1,1
