referrer,views_total,views_unique
Google,72,23
github.com,15,7
docs.maptiler.com,12,6
maplibre.org,9,4
map-service.mapxus.com,5,1
swiftpackageindex.com,4,1
polstarapis.com,2,1
Baidu,1,1
