time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-19 00:00:00+00:00,369,116,60,16
2024-06-20 00:00:00+00:00,365,129,54,14
2024-06-21 00:00:00+00:00,265,90,32,9
2024-06-22 00:00:00+00:00,25,22,2,2
2024-06-23 00:00:00+00:00,23,18,6,2
2024-06-24 00:00:00+00:00,140,56,21,7
2024-06-25 00:00:00+00:00,169,63,21,6
2024-06-26 00:00:00+00:00,92,34,41,10
2024-06-27 00:00:00+00:00,126,60,52,13
2024-06-28 00:00:00+00:00,96,60,35,10
2024-06-29 00:00:00+00:00,18,10,9,4
2024-06-30 00:00:00+00:00,24,10,9,1
2024-07-01 00:00:00+00:00,149,61,47,13
2024-07-02 00:00:00+00:00,137,62,24,13
