referrer,views_total,views_unique
Google,91,25
github.com,45,9
docs.maptiler.com,13,6
maplibre.org,2,1
swiftpackageindex.com,1,1
cloud.google.com,1,1
yandex.by,1,1
cn.bing.com,1,1
Bing,1,1
