referrer,views_total,views_unique
Google,48,24
github.com,26,13
docs.maptiler.com,12,6
Bing,11,2
forums.swift.org,5,2
search.brave.com,5,1
swiftpackageindex.com,4,2
jianshu.com,2,1
gallimaps.com,2,1
npmjs.com,1,1
