time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-09 00:00:00+00:00,44,29,1,1
2024-06-10 00:00:00+00:00,328,111,10,4
2024-06-11 00:00:00+00:00,412,153,74,17
2024-06-12 00:00:00+00:00,388,144,26,13
2024-06-13 00:00:00+00:00,319,116,33,16
2024-06-14 00:00:00+00:00,303,116,15,4
2024-06-15 00:00:00+00:00,20,12,10,4
2024-06-16 00:00:00+00:00,27,11,13,3
2024-06-17 00:00:00+00:00,197,65,20,11
2024-06-18 00:00:00+00:00,415,113,80,17
2024-06-19 00:00:00+00:00,369,116,60,16
2024-06-20 00:00:00+00:00,365,129,54,14
2024-06-21 00:00:00+00:00,265,90,32,9
2024-06-22 00:00:00+00:00,24,21,2,2
