time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-10 00:00:00+00:00,1002,188,2,2
2026-01-11 00:00:00+00:00,850,138,11,6
2026-01-12 00:00:00+00:00,2137,374,48,14
2026-01-13 00:00:00+00:00,2176,363,19,8
2026-01-14 00:00:00+00:00,2822,414,19,9
2026-01-15 00:00:00+00:00,2642,431,10,7
2026-01-16 00:00:00+00:00,2687,387,36,9
2026-01-17 00:00:00+00:00,1126,202,5,3
2026-01-18 00:00:00+00:00,1297,189,2,2
2026-01-19 00:00:00+00:00,2295,400,27,9
2026-01-20 00:00:00+00:00,2824,429,14,10
2026-01-21 00:00:00+00:00,2992,415,12,6
2026-01-22 00:00:00+00:00,3282,393,12,4
2026-01-23 00:00:00+00:00,3026,385,29,8
