referrer,views_total,views_unique
Google,46,28
chatgpt.com,40,24
github.com,8,6
docs.maptiler.com,4,1
swiftpackageindex.com,2,2
map-service.mapxus.com,2,1
gallimaps.com,1,1
maplibre.org,1,1
Bing,1,1
