time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-10 00:00:00+00:00,399,140,5,5
2024-04-11 00:00:00+00:00,492,155,4,2
2024-04-12 00:00:00+00:00,503,149,27,9
2024-04-13 00:00:00+00:00,40,30,3,2
2024-04-14 00:00:00+00:00,34,29,32,6
2024-04-15 00:00:00+00:00,463,170,49,18
2024-04-16 00:00:00+00:00,428,135,48,16
2024-04-17 00:00:00+00:00,415,150,51,18
2024-04-18 00:00:00+00:00,520,142,23,9
2024-04-19 00:00:00+00:00,480,154,22,11
2024-04-20 00:00:00+00:00,47,32,2,2
2024-04-21 00:00:00+00:00,39,17,4,2
2024-04-22 00:00:00+00:00,416,145,22,7
2024-04-23 00:00:00+00:00,338,110,8,6
