url_path,views_total,views_unique
/maplibre/maplibre-gl-native-distribution,72,44
/maplibre/maplibre-gl-native-distribution/blob/main/Package.swift,11,6
/maplibre/maplibre-gl-native-distribution/releases,8,4
/maplibre/maplibre-gl-native-distribution/releases/tag/6.9.0,5,4
/maplibre/maplibre-gl-native-distribution/releases/tag/6.10.0,5,3
/maplibre/maplibre-gl-native-distribution/issues/8,4,3
/maplibre/maplibre-gl-native-distribution/commit/93cb32c95b48f62edb27c75792038849cdfdaa35,4,1
/maplibre/maplibre-gl-native-distribution/releases/tag/6.7.0,3,1
/maplibre/maplibre-gl-native-distribution/tree/5.13.0,3,1
/maplibre/maplibre-gl-native-distribution/pulls,2,2
